dept,code,title,credit,detail,prereq,crosslist_code
CRIM,CRIM 118,Private Security,3,"The course will introduce students to private security industry in Pakistan and other countries. A detailed overview of principal duties and responsibilities necessary to work effectively in the private security organizations will be given. The course will also address issues such as policies of private security organizations, legal and ethical issues involved, and standards for security evaluation.", ,
CRIM,CRIM 201,Criminological Research,3,"The objective of this course is to familiarize the students with basic research design, research methodology and data analysis in the field criminal justice. The content of this course has been organized to render a sequential description of the various processes involved in social science research. Beginning with the formulation of research questions and their relationship to criminological theory, over the course of the semester the students will develop a working knowledge of the various research methodologies used in criminal justice research and their respective strengths and weaknesses, along with the various ethical concerns annexed to them. The final portion of this course has been designed to equip students with basic level data analysis skills by using SPSS (Statistical Package for the Social Sciences).", ,
CRIM,CRIM 220,Criminological Theory,3,"The course will introduce students to influential theories in the field of criminology. In addition to advanced study of criminology theories, various theories of crime causation such as physiological, psychological, economic, and social perspectives will be critically appraised. Tracing the historical roots of the theories of criminology that emanated from different fields in social sciences, the course will also explore integrative theories and theoretical models that emerged as Criminology developed into an applied, multidisciplinary and problem-focused discipline. Other theories related to control and prevention of crime will also be discussed. Critical and postcolonial criminology perspectives in criminology will also be discussed. Students taking this course will be able to understand criminology theory couched within the historical development of the discipline, and will be able to critically analyze major criminological theoretical perspectives.", ,SOCL 220
CRIM,CRIM 225,Juvenile Delinquency,3,"The course shall provide the students with conceptual understanding of Juvenile Delinquency, and its causes. The course will provide theoretical insights in comprehending the phenomenon of juvenile delinquency. We will examine how society defines juvenile delinquency, theories that identify factors that push or pull minors towards delinquency, and how society's formally and informally deal with this moral and administrative paradox (including efforts aimed at prevention and rehabilitation). The course will specifically focus on prevention and control over Juvenile Delinquency through Juvenile Justice System.", ,
CRIM,CRIM 230,Mass Media and Crime,3,"The course will critically explore the emergent and ever evolving relationship between the crime and mass media. Students will understand the theoretical foundations of this relationship and review research that identifies local and cross cultural trends. The course will traverse through theoretical perspectives that explain how the crime and the criminal justice system are represented in the media and the forces that influence their representation. The course will also explore how the representation of crime and the criminal justice system influence public opinion and the social construction of crime, criminality and criminal justice, and in turn the criminal justice and administrative systems. The role of media in constructing a global understanding of crime, criminality and punishment will also be critically analyzed. Specific focus will be made on the countries in the Global South and especially Pakistan.", ,
CRIM,CRIM 310,Penology and Prison Administration,3,"This course has been developed to enable the student to understand and critically evaluate the Pakistani penal system after developing an insight into the science of penology and the comparative penal systems. The course will introduce students to the various theories and perspectives that explain punishment and its role in societies. The main focus of the course will be on the prisons, both as a social institution and as society of captives. Students will also be introduced to models of prison management, administration and reform, and will analyze case studies from different countries that highlight specific issues. The course will survey the legal and institutional framework of prisons in Pakistan and introduce students to the scant scholarly literature that analyzes the present conditions of and issues related to prisons in Pakistan.", ,
CRIM,CRIM 360,Organized Crime and Transnational Criminal Networks,3,"This course explores the triad of criminal organizations, transnational crime and global terrorism. We will examine and make theoretical sense of transnational crime in its various forms and organized criminal organization and explore its symbiotic relationship with terrorism. The social, political, and economic impact of organized crime, especially in weak democracies, will also be analyzed. We will specifically focus on the organized crime prevalent in Pakistan and the Southeast Asia region to understand how transnational criminal organizations strengthen terrorist organizations by sharing their cross jurisdictional smuggling routes and money laundering networks. The course will also look at local and international law enforcement agencies countering the threat of transnational criminal organizations.", ,
CRIM,CRIM 460,Comparative Criminal Justice Systems,3,"In this course the students will develop a theory based comparative understanding of the criminal justice organizations and processes. The main purpose of this course is to apply this knowledge in the context of Pakistan to better understand the Pakistani criminal justice system. The comparative approach is used to help students develop a) a theoretical foundation for understanding how the criminal justice systems operate and b) a knowledge base that would allow them to critically analyze and compare the different criminal justice systems. In the local context this approach is used as a proxy due to the lack of empirical literature on the Pakistani criminal justice system. However, the focus of this course will be on specific issues that are inherent to a varying degree in all systems rather than the structural differences in the various criminal justice systems and models. It will be maintained throughout this course that the nature and extent of these issues are not determined by the type of the criminal justice model implemented within a system but by an amalgamated effect actuated by various individual level, group level, organizational and contextual forces. Special emphasis will be placed on the role of line level or street level bureaucrats (SLBs) in the actual administration of justice, who as representatives of the criminal justice organizations i.e. the law enforcement, the judicial and the correctional organizations, come in daily contact with the public and implement criminal justice policies. Empowered with administrative discretion and working within the constraints of the law, the local cultural, social and political context, and organizational structures these SLBs perform their overall function of delivering justice, while trying to negotiate a balance between the demands of the public, the goals of the organization, the demands of the middle and upper-level criminal justice management, and their personal goals, dilemmas and concerns. On the other hand, during their day-to-day contact with the public, these SLBs symbolize the institutions that they represent and their behavior and decision structure, define and redefine justice administration within a jurisdiction. Thus, after acquiring a structure-based macro level understanding of criminal justice administration, during the course of this quarter, students will learn to look within structural frameworks and observe the malleable realities of justice administration. Furthermore, the students will also apply this knowledge to critically examine the Pakistani criminal justice system.", ,
CRIM,CRIM 463,Radicalization and De-radicalization,3,"The course will introduce students to the topic of radicalization and its importance in contemporary social science research. The students will analyze exploratory research on various radical groups throughout the world and the theories of radicalization generated from such research. In the aftermath of 9/11 and the ensuing Global War on Terrorism a plethora of exploratory research has been conducted on individuals and groups that are labeled as ‘terrorist’ and ‘extremist’. An emergent theme within such research is the analysis of the process of radicalization. Radicalization is generally defined as a “process through which individuals and groups internalize extremist values or goals of a radical organization and cognitively accept the use of violence in pursuance of such values or goals as justified”. Scholars in the fields of criminal justice, sociology, political science and economics etc. have presented various theories that explain the process through which new and existing members of radical organizations internalize the organizational ideology and immerse themselves into the organizational culture to an extent that the goals of the organizations are cognitively perceived as personal goals and the enemies of the organizations are perceived as personal enemies. In this course the extant empirical literature on the process of radicalization and in turn the process of de-radicalization will be analyzed and critiqued.", ,
CRST,CRST 151,Introduction to Christian Thought,3,"Foundational Christian beliefs such as the nature of God, the person and work of Christ, the purpose of the church, the meaning of Christian life and growth, and the nature of God’s Word as revealed in the Old and New Testaments.", ,
CRST,CRST 152,Christian Ethics,3,Biblical and theological foundations of Christian ethics with special emphasis on developing the skills necessary to formulate ethical questions and find their solutions in the Bible, ,
CRST,CRST 155,Interpreting the Bible,3,"Interpreting the Old and New Testaments in light of a particular passage’s historical and cultural context as well as placing that passage in its context within the Bible itself. This course focuses on acquiring practical skills in identifying different types of biblical literature, skills in interpreting those types of literature and skills in employing appropriate research methods. The end goal is to enable students to grasp what impact the original writer wanted any piece of biblical writing to have on his original readers.", ,
CRST,CRST 211,Applied Theology 1: Introduction,1,"An introduction to principles governing application of biblical theology to the individual and community in a holistic approach, concerned with emotions, intellect, relationships and mental, physical and spiritual health.",CRST 152 or CRST 151,
CRST,CRST 212,Applied Theology 2: Prayer,1,An introduction to principles governing application of biblical theology to prayer on an individual and corporate level.,CRST 211,
CRST,CRST 231,Biblical Hebrew 1,3,"Introduces the student to the grammar, vocabulary and syntax of Biblical Hebrew (i.e., the original language in which the Old Testament of the Bible was written). This course seeks to help students to read, translate and interpret the ancient Hebrew Old Testament.", ,
CRST,CRST 232,Biblical Hebrew 2,3,"Continues the study of the grammar, vocabulary and syntax of Biblical Hebrew (i.e., the original language in which the Old Testament of the Bible was written). This course seeks to help students to read, translate and interpret the ancient Hebrew Old Testament.",CRST 231,
CRST,CRST 252,Christian History,3,"Rise of Christianity from the period immediately following the ministry of Jesus Christ to the contemporary worldwide Christian movement, studying Christians who have made significant impact upon the Church. In addition, the course investigates different Christian movements with special emphasis on Christianity in South Asia from the missionary work of the Apostle Thomas to the present day.", CRST 151,
CRST,CRST 271,New Testament Greek 1,3,"First half of a year’s course on beginning Greek. Introduces the student to the grammar and syntax of Koine Greek (i.e., the original language in which the New Testament of the Bible was written). This course seeks to help students to read, translate and interpret the ancient Greek New Testament.", ,
CRST,CRST 272,New Testament Greek 2,3,"Second half of a year’s course on beginning Greek. Introduces the student to the grammar and syntax of Koine Greek (i.e., the original language in which the New Testament of the Bible was written). This course seeks to help students to read, translate and interpret the ancient Greek New Testament.",CRST 271,
CRST,CRST 281,Old Testament I- Law and Poetry,3,"An introduction to the Old Testament, examining historical, cultural, political, and religious backgrounds of the Old Testament world as well as surveying the various kinds of literature found in the Old Testament. This course will also survey the five books of the Torah (Genesis—Deuteronomy) and the five books of poetry (Job—Ecclesiastes). Special attention will be given to interpreting these books according to sound hermeneutical principles.",CRST 155,
CRST,CRST 291,New Testament I-The Gospels,3,"A survey of the New Testament Gospels, introducing the historical, cultural, political and religious background of the New Testament in general and the four gospels in particular and examining the life, teachings and impact of Jesus Christ. Special attention will be given to interpreting these gospels according to sound hermeneutical principles.",CRST 155,
CRST,CRST 311,Applied Theology 3: Scripture,1,"An introduction to principles governing application of biblical theology to Christian scriptures, focusing on holistic personal and corporate engagement with scripture.",CRST 211,
CRST,CRST 312,Applied Theology 4: Servanthood,1,"An introduction to principles governing application of the biblical theology of servanthood as taught by Jesus Christ and the apostles, focusing on both personal and corporate expressions of service.",CRST 211,
CRST,CRST 331,Biblical Hebrew 3,3,"A deepening emphasis on syntax, translation and interpretation, continuing the study of the grammar, vocabulary and syntax of Biblical Hebrew (i.e., the original language in which the Old Testament of the Bible was written). This course seeks to help students to read, translate and interpret the ancient Hebrew Old Testament.",CRST 232,
CRST,CRST 332,Biblical Hebrew 4,3,"Applying principles of grammar, semantics and syntax to the translation and interpretation of Biblical Hebrew (i.e., the original language in which the Old Testament of the Bible was written). This course seeks to help students to read, translate and interpret the ancient Hebrew Old Testament.",CRST 331,
CRST,CRST 352,Christian Theology,3,"Approaches to presenting a reasonable and rational basis for the Christian faith including investigation of historical evidences, evaluation of philosophical arguments, examination of biblical reliability, and explanation of key biblical teachings", CRST 151 and CRST 152,
CRST,CRST 353,"Jesus Christ: Life, Teachings, and Impact",3,"Life, ministry and teachings of Jesus Christ within their prophetic, cultural and historical setting as revealed in the four gospels of the Bible with a special emphasis on Bible study methods for communicating his teachings to others.",CRST 351,
CRST,CRST 354,OCL 305: Interfaith Dialogue and Relations,3,"Understanding dialogue and its process, Dialogue in everyday life, Need of interfaith dialogues in modern context, Role of interfaith dialogue and relations for peace and social harmony, General and specific goals of interfaith dialogue, Challenges to interfaith relations, Effective strategies to develop interfaith relations, Historical interactions between major religious traditions, Theories and principles of effective dialogue, Social & professional significance of interfaith relations.",ISLM 101 or CRST 152,ISLM 305
CRST,CRST 355,Religion and Science,3,"Relationship between modern empirical science and religion, the nature of science and the epistemologies of science and of religious belief, conflict or concord between religion and science on common domains, religion and science in search of reality.",ISLM 101 or CRST 152,ISLM 306
CRST,CRST 371,New Testament Greek 3,3,"Last third of a unified program of studies for learning the ancient Greek language. Introduces the student to the grammar and syntax of Koine Greek (New Testament Greek), with a view towards the translation and exegesis of the New Testament.",CRST 272,
CRST,CRST 372,New Testament Greek 4,3,"Advanced grammar and syntax to aid in the translation and interpretation of Koine Greek (i.e., the original language in which the New Testament of the Bible was written.",CRST 371,
CRST,CRST 381,Old Testament II- History and Prophecy,3,"A survey of the Old Testament books of history (Joshua—Esther), focusing on the unified story described in those books, examined within the historical, cultural, political and religious backgrounds of the Old Testament world. This course will survey the Old Testament prophets (Isaiah—Malachi) in the context of their historical settings, with a special emphasis on messianic prophecy. Special attention will be given to interpreting these books according to sound hermeneutical principles.",CRST 155,
CRST,CRST 391,New Testament II- The New Testament Letters and Acts,3,"A survey of the Acts of the Apostles and the New Testament letters (Romans- Revelation), examining these books within their first century context, looking at cultural, historical, political and religious issues impacting the first century church. Special attention will be given to interpreting these books according to sound hermeneutical principles.",CRST 155,
CRST,CRST 411,Applied Theology 5: Teaching,1,"An introduction to the principles governing application of the biblical theology of teaching Christian beliefs and Scripture, focusing on transformational approaches to communicating the Christian faith.",CRST 211,
CRST,CRST 412,Applied Theology 6: The Christian in Society,1,An introduction to the principles governing application of the biblical theology of how a Christian must respond to living within the larger community of those who do not share the Christian faith.,CRST 211,
CRST,CRST 421,Biblical Hebrew Reading 1: Hebrew Narrative Literature,3,Reading through Hebrew Old Testament narrative passages with a concentration on grammar and narrative flow as well as sermon and church lesson applications.,CRST 331,
CRST,CRST 422,Biblical Hebrew Reading 2: Hebrew Narrative/Legal Literature.,3,Reading through narrative and legal passages with a special emphasis on the Book of Deuteronomy. Students will gain skills in applying this theology to contemporary Pakistan.,CRST 331,
CRST,CRST 425,Hebrew Reading,x,Reading through Hebrew Old Testament passages with a concentration on grammar and narrative flow as well as sermon and church lesson applications.,CRST 331,
CRST,CRST 431,Hebrew Exegesis ,3,"An introduction to the principles and methods of exegesis in OT narrative texts. Students will be expected to prepare for class presentations and to interact critically with the materials, with the goal of applying these principles learned to church lesson and sermon preparation.",CRST 332,
CRST,CRST 435,Hebrew Exegesis,3,"Exegetical study of a selected Old Testament book or books, using with discernment various exegetical methods, critical tools, and Bible software as part of an exegetical method. May be taken multiple times for different Old Testament books.",CRST 332,
CRST,CRST 439,Select English Old Testament Book Study,3,Study of select Old Testament book or books in English Bible.,CRST 155 or permission of the instructor.,
CRST,CRST 441,New Testament Greek Reading 1: The Gospel of Mark,3,Reading extensively from the Greek New Testament Gospel of Mark with grammatical analysis of the text and discussion of textual criticism issues (analysis of variant readings to determine the original wording of the text).,CRST 371,
CRST,CRST 442,New Testament Greek Reading: Galatians,3,"Reading extensively from the Greek New Testament, Paul’s letter to the Galatians with grammatical analysis of the text and discussion of textual criticism issues (analysis of variant readings to determine the original wording of the text). Includes projects for communicating key theological points in sermons or church lessons.",CRST 371,
CRST,CRST 445,Greek Reading: Select New Testament Book(s),3,Reading through Greek New Testament passages with a concentration on grammar and narrative flow as well as sermon and church lesson applications.,CRST 331,
CRST,CRST 451,"Paul’s Life, Theology and Impact",3,"A study of the life of Paul, including the political, cultural and religious context of Paul’s first century Mediterranean world. In addition, this course will discuss Paul’s theology, setting it in the context of the earliest Christian teachings, those of both Jesus Christ and his apostles. Students will survey Paul’s 13 letters in light of their origin, purpose, and audience as well as focusing on two of Paul’s representative letters.",CRST 351 or CRST 391,
CRST,CRST 452,Great Theologians,3,"The student will concentrate careful study in the thought, context, and impact of a specific Medieval theologian, such as Augustine, Aquinas, Anselm etc.",CRST 151,PHIL 411
CRST,CRST 455,Themes in Christian Theology,3,"An in-depth student of a particular key theme in Christian theology, examining biblical teachings and the historical development of this theme.",CRST 151,
CRST,CRST 471,Select English New Testament Book Study,3,Study of select New Testament book or books in English Bible.,CRST 155 or permission of the instructor.,
CRST,CRST 475,Greek Exegesis 1: The Sermon on the Mount.,x,"A verse-by-verse exposition. Emphasis includes the continued development of exegetical methodology, the investigation of interpretative options and the discovery of practical application. Translation and a practical, exegetical sermon manuscript are required. Includes projects for communicating key theological points in sermons or church lessons.",CRST 372,
CRST,CRST 476,Greek Exegesis: Philippians.,x,"A close reading of Philippians in the Greek text. As part of the in-class discussion students are required to translate, decline and conjugate. Students will produce sermons or church lessons as a part of this course.",CRST 372,
CRST,CRST 478,New Testament Greek Exegesis,3,"Exegetical study of a selected New Testament book or books, using with discernment various exegetical methods, critical tools, and Bible software as part of an exegetical method. It may be taken multiple times for different New Testament books.",CRST 371,
CRST,CRST 498,Christian Servant Leadership Capstone,0,"Open to the juniors/seniors with 90 completed credit hours with at least 9 upper division credit hours from CRST or ISLM courses. A combination of weekly classroom learning with an internship in a Christian NGO or local church under careful supervision, along with a writing project. Note: Students with CGPA 2.75 or above will be eligible for Internship.", ,
CSCS,CSCS 100,Introduction to Computing,3,"Computer Science students can take this elective course only in their freshman year, and not afterwards, as part of their General Education requirements only Introduction to computing environments, general application software, computing hardware, operating systems, desktop publishing, internet, software applications and tools and computer usage concepts, introduction to software engineering and information technology within the broader domain of computing.", ,
CSCS,CSCS 105,General Physics II/Basic Electronics,4,"Fundamental ideas of current and voltage are taught, augmented with basic circuit theorems to develop an understanding of circuit design and analysis. An introduction to the working and characteristics of diodes and BJTs equips students with the essential skill set to better understand digital and analogue circuits.",PHYS 100 or A-Level Physics or Intermediate Physics,
CSCS,CSCS 201,Multivariate Calculus,3,"Similar to MATH 301 The course studies the fundamental topics from single variable calculus, like limits and continuity, in the context of several variables. Topics of study include vector valued functions, partial derivatives, multiple integrals, integration in vector fields, and Green's, Stokes' and Gauss' theorems.",MATH 111,
CSCS,CSCS 202,Computational Linear Algebra,3,"Similar to MATH 103, MATH 209 The course teaches concepts that are crucial to many areas of Computer Science, including computer graphics, image processing, computer vision and quantum computation. Topics include matrices, vectors, vector spaces, linear independence, linear transformations, eigenvalues & eigenvectors, solution of system of linear systems and singular value decomposition. Student will use ideas from linear algebra and apply them to data to perform tasks such as: 2D graphics transformations, image transformations and error- correcting codes. Software packages such as Mathematics or MATLAB will be used to implement various algorithms.",MATH 111,
CSCS,CSCS 203,Differential Equations,3,"Similar to MATH 202 This course introduces ordinary differential equations. Emphasis is on concepts and applications of first-order and higher-order differential equations, systems of differential equations, numerical methods, series solutions, and Laplace transforms.",MATH 111,
CSCS,CSCS 210,Introduction to Multimedia,3,"Lab Course Overview of multimedia Systems concepts and their techniques, media fundamentals and formats, digital signal processing of multimedia data, compression and communication of multimedia data.",COMP 111 and COMP 113,
CSCS,CSCS 290,Introduction to Java Programming,3,"The main purpose of the course is to equip students with knowledge of Java language programming methods. In this course students will acquire procedural programming: software development technique that imposes a hierarchical structure on the design of the programs. Moreover, students will learn the principles of object-oriented programming (OOP): programming technique based on objects.",COMP 111,
CSCS,CSCS 306,embedded Systems,3,"Lab Course An embedded system is centered around an embedded processor, usually a microcontroller, performing control related activities with minimum electronic component count. This course is focused on how to program and interface an embedded processor. Students will learn how to acquire data from analog as well as digital sensors, perform processing and take real time decisions to implement switching of motors/actuators.",COMP 111 and COMP 206,
CSCS,CSCS 313,Software Requirements Engineering,3,"Role of requirements engineering within the software life cycle, comparison, contrast and evaluation of structured, object-oriented, data-oriented and formal approaches to requirements analysis, gathering necessary requirements from a customer to develop specifications and software.",COMP 220,
CSCS,CSCS 320,numerical Computing,3,"Lab Course Similar to MATH 310 Introduction to computer representation of numbers, error analysis, finite differences, interpolation, splines, numerical differentiation and integration, numerical solution of linear and nonlinear systems of equations.",MATH 111,
CSCS,CSCS 324,Database Administration,3,"Installation and configuration of database systems, database backup and maintenance, performance analysis, monitoring and tuning, access control and user management, management of competing applications.",COMP 213,
CSCS,CSCS 342,Web Application Development,3,"Lab Course Concepts, methods, technologies, and techniques of developing web applications that collect, organize and expose information resources, web application architectures, design methods and technologies, interface design, usability of web applications, security, accessibility, testing metrics, operation, deployment and maintenance of web applications, current and future web technologies.", COMP 213 and COMP 220,
CSCS,CSCS 351,Software Quality Assurance,3,"Quality assurance and verification, avoidance of errors and other quality problems, inspections and reviews, testing, verification and validation techniques, process assurance versus product assurance, quality process standards, product and process assurance, problem analysis and reporting, statistical approaches to quality control.",COMP 220,
CSCS,CSCS 352,Object-Oriented Analysis and Design,3,"Exploitation of the rich object-oriented modeling provided by Unified Modeling Language (UML), adaptation to changing requirements with iterative techniques and component- based design, design solutions optimized for modern object-oriented languages and platforms, application of proven design patterns, design heuristics, anti-patterns and refactoring techniques to refine analysis and design models, construction of unit and system tests to verify implemented designs.",COMP 220,
CSCS,CSCS 365,Introduction to Digital Image Processing,3,"This course introduces the students to the basics of digital images, their structure and formulation. Algorithms for image manipulation and characterization in spatial domain are included. Later formal treatment of images in frequency domain, including filtering and edge detections are described.",COMP 200 and CSCS 202,
CSCS,CSCS 367,Blockchain Technologies and Applications,3,"This course will familiarize students to basic concepts of Blockchain technology. This course enables students to explain basic components of a Blockchain (transaction, block, block header, and the chain) its operations (verification, validation, and consensus model) underlying algorithms, and essentials of trust. Content includes the hashing and cryptography foundations indispensable to Blockchain programming. The business uses of Blockchain in various industries like Finance and Supply Chain will be discussed.",COMP 213 and COMP 303 and COMP 311,
CSCS,CSCS 403,Graph Theory,4,"Graphs, sub graphs, isomorphism, trees, connectivity, Euler and Hamiltonian properties, matching, vertex and edge colorings and planarity.",COMP 113 or MATH 303,
CSCS,CSCS 405,Software Projects Management,3,This course describes the basic principles and informs about the application of activities involved in Software Projects Management. It provides an opportunity to develop the ability to plan and manage software development projects successfully and maximizing the return from each stage.,CSCS 220,
CSCS,CSCS 440,Systems Programming,3,"Lab Course Internal operation of system software including assemblers, loaders, macro-processors, interpreters, and inter-process communication.",COMP 301,
CSCS,CSCS 450,Technology Management,3,"Introduction to technology strategy, corporate strategy, technology transfer, technology strategy development, product development strategy and innovation process.",COMP 220,
CSCS,CSCS 453,Computer Graphics,3,"Graphics hardware including display devices, applications of computer graphics, development of graphics software, interactive graphics programming, Raster scan, conversion algorithms for line segments, circles, ellipses and general curves, 2D transformations, windowing and clipping including panning and zooming, line clipping and area clipping algorithms, region filling algorithms, 3D objects display techniques, 3D representations, 3D transformations, curve and surface design and representations, rendering, shading and animation.",COMP 200 and CSCS 202,
CSCS,CSCS 455,Data Mining and Data Warehousing,3,"Database concepts, different data models, data storage and retrieval techniques and database design techniques, data warehousing and data mining, emerging database technologies and applications.",COMP 213 and STAT 115,
CSCS,CSCS 457,Computer Vision,3,"Introduction of theory and applications of computer vision and current problems, techniques and applications, computer vision systems, interaction of different components in a complete system, writing programs to solve computer vision problems through the use of several programming assignments and examples.", COMP 200 and CSCS 202,
CSCS, CSCS 460,Machine Learning,3,"Supervised learning, classification, regression, bias-variance analysis, maximum-margin classification, kernel methods, evaluation, validation, unsupervised learning, clustering, dimensionality reduction, outlier/anomaly detection, sequential data modeling, deep learning, model maintenance.",COMP 200 and CSCS 202 ,
CSCS,CSCS 461,Principles of Programming Languages,3,"Theory and practice of programming language translation, languages, grammar and parsing, lexical, syntactic and semantic analysis, compile-time error handling, organization of programming languages including language processors, syntax data types and sequence control, storage management, comparison of language features from the functional, imperative, logical and object-oriented paradigms.",COMP 303,
CSCS,CSCS 464,Visual Programming,3,"Lab Course Introduction to graphical user interface (GUI) based programming and event driven paradigm, X language foundation classes/framework, application wizard and application studio, user interface controls, developing custom controls, graphics device interface, application architecture, files and serialization.",COMP 200,
CSCS,CSCS 466,Wireless Networks,3,"Techniques in design and operation of first, second and third generation wireless networks: cellular systems, medium access techniques, radio propagation models, error control techniques, handoff, power control, common air protocols, radio resource and network management.",COMP 311,
CSCS,CSCS 468,Mobile Application Development,3,Lab Course Programming of applications for mobile phones and mobile devices such as tablets in a popular mobile device platform and programming language., CSCS 290,
CSCS,CSCS 470,Introduction to Game Development,3,"Lab Course The course will cover a selection of topics in design and development of 2D and 3D video games. Fundamental issues, implementation techniques, platforms, and programming languages will be discussed. Introduction to core game engine, basic graphics, Graphical User Interface (GUI), networking, Artificial Intelligence will be provided.", CSCS 220,
CSCS,CSCS 475,Technology Entrepreneurship,3,Develop an understanding of different concepts of entrepreneurship and their application in the technology enterprises for better entrepreneurial competence and ultimate success. The course will cover case studies from tech domain. The students will get practical experience of entrepreneurship by completing a course project in Technology Entrepreneurship., COMP 220,
CSCS,CSCS X95,Themes,x,These courses allow the presentation of new or emerging areas of study in the computing domain not present in the current catalog.,,
ECON,ECON 100,Principles of Economics,3,"This course is counted towards General Education credits. The course cannot be registered simultaneously or after any of the following: ECON 101, ECON 102, ECON 103 BUSN and BUSN 225   The aim of this course is to introduce students with basic concepts and principles of microeconomics and macroeconomics. Main contents of the course include market forces of demand and supply, cost of production, market structures, concepts of national income, inflation, unemployment, international trade and development economics.", ,
ECON,ECON 101,Principles of Microeconomics,3,"The course is designed to build the foundation for major concepts of microeconomics. Students will learn how consumers and producers take rational decisions in their daily economic affairs. The course includes principles of demand and supply and interactions of market forces, optimization of output and pricing strategies under perfect and imperfect market structures.",,
ECON,ECON 102,Principles of Macroeconomics,3,"This course describes key macroeconomic concepts, theories, and policies; and explains how an economy operates in a country. Main contents of the course include national income accounting, productivity, standard of living, growth and public policy issues, introduction to consumption, saving and capital formation, inflation, unemployment, monetary system, quantity theory of money and introduction to monetary and fiscal policies.",,
ECON,ECON 103,Mathematics for Economists,3,"This course is designed to teach students basic tools of Mathematical Economics and their application to economic analyses. With the help of mathematical tools, it will be learnt how firms precisely maximize their profit, revenue and minimize cost. The main contents include real number system, set theory, comparative static analysis, linear models and matrix algebra, tools of algebra and calculus, application of calculus in economics, optimization of one and multivariable functions, optimization with constraints, and economic application of optimization.", ,
ECON,ECON 201,Intermediate Microeconomics,3,"This course is a continuation of Principles of Microeconomics. By using mathematical models, it analyzes consumer and producer theories, firm behavior under perfect and imperfect market structures, and market of inputs in perfect and imperfect competitive environments.",ECON 101 and ECON 103,
ECON,ECON 202,Intermediate Macroeconomics,3,"This course is a continuation of Principles of Macroeconomics, it covers Classical and Keynesian economic theories, derivation of AD and AS models and their implication for stabilization policies, short-term and long-term inflation-unemployment relationship, consumption and investment theories, economic growth, growth accounting and convergence.",ECON 102 and ECON 103,
ECON,ECON 203,Statistics for Economists,3,"This course is designed to introduce students with basic concepts of Statistics and their application in Economics. The course focuses on measures of central tendency and dispersion. Basic concepts of probability and its distributions, normal, chi-square, t and F distributions and their applications. Moreover, students will be taught to develop and test hypothesis and apply regression and correlation analyses to analyze relationship between economic variables.",,
ECON,ECON 206,Banking and Finance,3,"This Course is designed to familiarize students about basic concepts and principles of banking and financial institutions. It will also provide a comparison between conventional and interest free financial institutions, their underlying principles, modes of financing and contractual mechanisms. The basic contents of the course include functions and role of money, credit creation, financial institutions and markets, and functions of commercial and central banks in economic development. For Islamic or interest free banking, the course covers norms of Islamic Finance such as, prohibition of Riba, Gharar and the need for cooperation. The course will also cover the Islamic modes of financing such as Mudarabah, Musharakah, and Murabaha; their contracts, types, basic rules and contractual mechanisms.",ECON 102,
ECON,ECON 210,Population Economics,3,"This course is designed to introduce students with basic concepts of demography and theories of population economics. The main contents of the course will include historical trends in fertility & mortality, demographic transition, determinants of changes in population composition and their and socio-economic impact, theories of population and economic development, role of youth, consequences of ageing, issues of education, health & labor market, and concept of demographic dividend. This course also aims to develop basic skills to use census and other population data sources to calculate, analyze and interpret different demographic indicators and indices.", ,
ECON,ECON 300,Fundamentals of Econometrics,3,"The course will equip the students with the fundamental concepts and techniques of econometrics to conduct an econometric project and to understand the way in which economic theory and real world are connected. The main topics are single-equation regression models, the method of ordinary least squares, dummy variable regression models; relaxing the assumption of classical model: multicollinearity, heteroscedasticity and autocorrelation.",ECON 201 and ECON 202 and ECON 203,
ECON,ECON 302,Research Methods and Computer Applications,3,"This course is designed to learn about different methods and methodologies of research used in economics and how to apply them. The course will cover the topics of data collection methods, research design, sampling, report writing and use of econometric softwares.",ECON 300,
ECON,ECON 303,Environmental Economics,3,"This course is an Introduction to the economic and ecological principles essential for a clear understanding of contemporary environmental and natural resource management issues. The course covers the economic, legal and ecological perspectives to better understand the causes and solutions to market failure and environmental degradation. Main contents of the course include economic efficiency and market failure, property rights, externality, measuring social welfare and welfare improvements, demand for environmental goods, environmental valuation methodologies, environmental cost-benefit analysis, environmental policy and environmental regulations, common pool resource management and depletable resource management.",ECON 101,ENVR 306
ECON,ECON 304,Managerial Economics,3,"The purpose of this course is to provide basic understanding of the economic theory and analytical tools that can be used in decision-making problems. It covers demand analysis, estimation and forecasting, production and cost theories and their estimation, decision making under risk and uncertainty, managerial theories and models of the firm.",ECON 201 and ECON 203,
ECON,ECON 305,Public Sector Economics,3,"This course covers the theory of public sector economics, that is, the role of the government in the functioning of the economic system. The course focuses on the topics, such as role of public sector, theories of public goods, externalities, distribution equity and economic welfare, concepts used in taxation, types of taxes and their shifting & incidence, resource mobilization, public expenditure evaluation, public debt, external debt modeling, budget deficit and cost-benefit analysis of development finance.",ECON 201 and ECON 202,
ECON,ECON 306,History of Economic Thought,3,"This course intends to survey the evolution of economic ideas and main schools of thought that played important role in the development of history of economic thought. The course will discuss the selected authors and their challenges in historical and institutions perspective. The course includes evolution of Economics in ancient Greek and Roman medieval times; doctrine of Ibne Khaldun, Mercantilists, and Physiocrats. Marxists, Marginalists, Classical; Keynesian, Monetarists, and Institutionalists’ contribution to economic theory will also be discussed",ECON 202 and CGPA ≥ 3.0,
